,german_cities,german_states,Unnamed: 0,course_type,course_name,course_link,uni_name,uni_city,tution_fee,lang_of_instr,dura_of_study,semester_beginning,online_course_elemen,online_subject_el,oline_e_learning_type
721,Konstanz,Baden-Württemberg,565,Master's degree,Life Science (Master of Science),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4704/,University of Konstanz ,Konstanz,varied,English,4 semesters,"Winter semester, Summer semester",,,
722,Konstanz,Baden-Württemberg,922,Master's degree,Master's Degree in Multilingualism,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6208/,University of Konstanz ,Konstanz,varied,English,4 semesters,"Winter semester, Summer semester",,,
723,Konstanz,Baden-Württemberg,983,Master's degree,Mathematical Finance (Master of Science),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4112/,University of Konstanz ,Konstanz,varied,"German, English",4 semesters,"Winter semester, Summer semester",,,
724,Konstanz,Baden-Württemberg,1103,Master's degree,Nanoscience (Master of Science),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6363/,University of Konstanz ,Konstanz,,English,4 semesters,"Winter semester, Summer semester",,,
725,Konstanz,Baden-Württemberg,1184,Master's degree,Social and Economic Data Science (SEDS - Master of Science),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4419/,University of Konstanz ,Konstanz,varied,English,4 semesters,Winter semester,,,
726,Krefeld,North Rhine-Westphalia,601,Master's degree,"Management of Textile Trade and Technology, Master of Science",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4318/,Hochschule Niederrhein - University of Applied Sciences ,Krefeld,none,English,3 semesters,"Winter semester, Summer semester",,,
727,Kulmbach,Bavaria,325,Master's degree,Food Quality and Safety,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6927/,University of Bayreuth ,Kulmbach,none,English,4 semesters,"Winter semester, Summer semester",,,
728,Kulmbach,Bavaria,366,Master's degree,"Global Food, Nutrition and Health",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6928/,University of Bayreuth ,Kulmbach,none,English,4 semesters,"Winter semester, Summer semester",,,
729,Landau in der Pfalz,Rhineland-Palatinate,228,Master's degree,Ecotoxicology (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4302/,University of Koblenz-Landau ,Landau in der Pfalz,none,English,4 semesters,Winter semester,,,
730,Landau in der Pfalz,Rhineland-Palatinate,274,Master's degree,Environmental Sciences (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4548/,University of Koblenz-Landau ,Landau in der Pfalz,none,English,4 semesters,Winter semester,,,
731,Leipzig,Saxony,11,Master's degree,Advanced Spectroscopy in Chemistry (ASC),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7056/,Leipzig University ,Leipzig,varied,English,4 semesters,Winter semester,,,
732,Leipzig,Saxony,116,Master's degree,Chinese Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6982/,Leipzig University ,Leipzig,none,"English, Chinese",4 semesters,"Winter semester, Summer semester",,,
733,Leipzig,Saxony,374,Master's degree,Global Studies – Peace and Security in Africa,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7053/,Leipzig University ,Leipzig,"1.800,00",English,4 semesters,Winter semester,,,
734,Leipzig,Saxony,458,Master's degree,International Energy Economics and Business Administration (MEEBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4051/,Leipzig University ,Leipzig,"3.125,00",English,4 semesters,Winter semester,,,
735,Leipzig,Saxony,528,Master's degree,International MBA - Small Enterprise Promotion + Training (SEPT),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7050/,Leipzig University ,Leipzig,"1.500,00",English,4 semesters,Winter semester,,,
736,Leipzig,Saxony,535,Master's degree,International Physics Studies Programme (IPSP),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3858/,Leipzig University ,Leipzig,none,English,4 semesters,"Winter semester, Summer semester",,,
737,Leipzig,Saxony,551,Master's degree,Joint International Master's Programme in Sustainable Development,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4066/,Leipzig University ,Leipzig,"800,00",English,4 semesters,Winter semester,,,
738,Leipzig,Saxony,659,Master's degree,Master of Arts Anthropology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4633/,Leipzig University ,Leipzig,none,English,4 semesters,Winter semester,,,
739,Leipzig,Saxony,663,Master's degree,Master of Arts in American Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4021/,Leipzig University ,Leipzig,none,English,4 semesters,Winter semester,,,
740,Leipzig,Saxony,674,Master's degree,Master of Arts in German as a Foreign and Second Language in the Vietnamese-German Context,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7000/,Leipzig University ,Leipzig,none,"German, English",4 semesters,Winter semester,,,
741,Leipzig,Saxony,853,Master's degree,Master of Science in Mathematical Physics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6327/,Leipzig University ,Leipzig,none,English,4 semesters,Winter semester,,,
742,Leipzig,Saxony,937,Master's degree,Master's in Global Studies – A European Perspective,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7044/,Leipzig University ,Leipzig,"750,00",English,4 semesters,Winter semester,,,
743,Leipzig,Saxony,1204,Master's degree,Structural Chemistry and Spectroscopy (SCS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7060/,Leipzig University ,Leipzig,none,English,4 semesters,"Winter semester, Summer semester",,,
744,Lemgo,North Rhine-Westphalia,410,Master's degree,Information Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3632/,OWL University of Applied Sciences and Arts ,Lemgo,none,English,4 semesters,"Winter semester, Summer semester",,,
745,Lemgo,North Rhine-Westphalia,885,Master's degree,Master of Science in Production Engineering and Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4259/,OWL University of Applied Sciences and Arts ,Lemgo,none,English,4 semesters,Winter semester,,,
746,Leverkusen,North Rhine-Westphalia,442,Master's degree,"International Business and Engineering (MEng), full-time",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6951/,SRH University of Applied Sciences Hamm ,Leverkusen,"4.620,00",English,4 semesters,"Winter semester, Summer semester",,,
747,Leverkusen,North Rhine-Westphalia,1210,Master's degree,"Supply Chain Management (MSc), full-time",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6950/,SRH University of Applied Sciences Hamm ,Leverkusen,"4.080,00",English,4 semesters,"Winter semester, Summer semester",,,
748,Lübeck,Schleswig-Holstein,75,Master's degree,"Biomedical Engineering, Master of Science",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4162/,Technische Hochschule Lübeck ,Lübeck,none,English,4 semesters,Winter semester,,,
749,Lübeck,Schleswig-Holstein,1023,Master's degree,"Mechanical Engineering, MSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4352/,Technische Hochschule Lübeck ,Lübeck,none,English,3 semesters,"Winter semester, Summer semester",,,
750,Lübeck,Schleswig-Holstein,1252,Master's degree,"Water Engineering (WEM, MSc)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4393/,Technische Hochschule Lübeck ,Lübeck,none,English,4 semesters,Winter semester,,,
751,Ludwigshafen am Rhein,Rhineland-Palatinate,1119,Master's degree,ONLINE Distance E-Learning Programme Master of Business Administration in International Business Management / Internationale Betriebswirtschaftslehre (MBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6936/,Ludwigshafen University of Business and Society ,Ludwigshafen am Rhein,,,,,Online,Business and Economics,Virtual classroom | Blended learning
752,Ludwigshafen am Rhein,Rhineland-Palatinate,1120,Master's degree,ONLINE Distance Learning Programme Master of Business Administration in International Business Management (MBA) – Internationale Betriebswirtschaftslehre – English language,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5636/,Ludwigshafen University of Business and Society ,Ludwigshafen am Rhein,"2.250,00",English,4 semesters,"Winter semester, Summer semester",Online,,
753,Lüneburg,Lower Saxony,38,Master's degree,Arts and Cultural Management (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5242/,Leuphana University Lüneburg ,Lüneburg,"2.225,00",English,4 semesters,Winter semester,,,
754,Lüneburg,Lower Saxony,165,Master's degree,Cultural Studies: Culture and Organisation (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6923/,Leuphana University Lüneburg ,Lüneburg,none,English,4 semesters,Winter semester,,,
755,Lüneburg,Lower Saxony,453,Master's degree,"International Economic Law (LLM, Double Degree)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4559/,Leuphana University Lüneburg ,Lüneburg,,English,4 semesters,Winter semester,,,
756,Lüneburg,Lower Saxony,463,Master's degree,International Joint Master in Research in Work and Organisational Psychology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5415/,Leuphana University Lüneburg ,Lüneburg,,English,4 semesters,Winter semester,,,
757,Lüneburg,Lower Saxony,590,Master's degree,Management & Data Science (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4556/,Leuphana University Lüneburg ,Lüneburg,none,English,4 semesters,Winter semester,,,
758,Lüneburg,Lower Saxony,591,Master's degree,Management & Entrepreneurship (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6933/,Leuphana University Lüneburg ,Lüneburg,none,English,4 semesters,Winter semester,,,
759,Lüneburg,Lower Saxony,592,Master's degree,Management & Sustainable Accounting and Finance (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6922/,Leuphana University Lüneburg ,Lüneburg,none,English,4 semesters,Winter semester,,,
760,Lüneburg,Lower Saxony,633,Master's degree,Master in Governance and Human Rights (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4560/,Leuphana University Lüneburg ,Lüneburg,"2.475,00",English,4 semesters,Winter semester,,,
761,Lüneburg,Lower Saxony,1156,Master's degree,"Public Economics, Law and Politics (MA)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4065/,Leuphana University Lüneburg ,Lüneburg,none,English,4 semesters,Winter semester,,,
762,Lüneburg,Lower Saxony,1213,Master's degree,Sustainability Science (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4558/,Leuphana University Lüneburg ,Lüneburg,none,English,4 semesters,Winter semester,,,
763,Lüneburg,Lower Saxony,1214,Master's degree,Sustainable Chemistry (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6904/,Leuphana University Lüneburg ,Lüneburg,"4.750,00",English,4 semesters,Summer semester,,,
764,Magdeburg,Saxony-Anhalt,106,Master's degree,Chemical and Energy Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3764/,Otto von Guericke University Magdeburg ,Magdeburg,none,English,4 semesters,"Winter semester, Summer semester",,,
765,Magdeburg,Saxony-Anhalt,179,Master's degree,Data Science: Master's Degree in Data & Knowledge Engineering (MDKE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4429/,Otto von Guericke University Magdeburg ,Magdeburg,none,English,4 semesters,"Winter semester, Summer semester",,,
766,Magdeburg,Saxony-Anhalt,187,Master's degree,Digital Engineering (DigiEng),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4427/,Otto von Guericke University Magdeburg ,Magdeburg,none,English,4 semesters,"Winter semester, Summer semester",,,
767,Magdeburg,Saxony-Anhalt,216,Master's degree,Economic Policy Analysis (EPA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6915/,Otto von Guericke University Magdeburg ,Magdeburg,none,English,4 semesters,Winter semester,,,
768,Magdeburg,Saxony-Anhalt,298,Master's degree,European Studies (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3986/,Otto von Guericke University Magdeburg ,Magdeburg,none,English,4 semesters,Winter semester,,,
769,Magdeburg,Saxony-Anhalt,318,Master's degree,Financial Economics (FINEC),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3594/,Otto von Guericke University Magdeburg ,Magdeburg,none,English,4 semesters,Winter semester,,,
