,course_type,course_name,course_link,uni_name,uni_city,tution_fee,lang_of_instr,dura_of_study,semester_beginning,online_course_elemen,online_subject_el,oline_e_learning_type
142,Master's degree,Computer and Information Science (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4249/,University of Konstanz ,Konstanz,varied,English,4 semesters,"Winter semester, Summer semester",,,
143,Master's degree,Computer Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6251/,University of Duisburg-Essen ,Duisburg,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
144,Master's degree,Computer Engineering – Master's Study Programme,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5226/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
145,Master's degree,Computer Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4439/,University of Stuttgart ,Stuttgart,varied,English,4 semesters,"Winter semester, Summer semester",,,
146,Master's degree,Computer Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5245/,University of Bayreuth ,Bayreuth,none,English,4 semesters,"Winter semester, Summer semester",,,
147,Master's degree,Computer Science (Master of Science),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3629/,Technische Universität Kaiserslautern ,Kaiserslautern,none,English,4 semesters,"Winter semester, Summer semester",,,
148,Master's degree,Computer Science (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3624/,Saarland University ,Saarbrücken,none,English,4 semesters,"Winter semester, Summer semester",,,
149,Master's degree,Computer Science for Digital Media,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4238/,Bauhaus-Universität Weimar ,Weimar,none,English,4 semesters,"Winter semester, Summer semester",,,
150,Master's degree,Computer Science – Focus on Big Data and Artificial Intelligence (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5646/,SRH Berlin University of Applied Sciences ,Berlin,"6.450,00",English,4 semesters,"Winter semester, Summer semester",,,
151,Master's degree,Computer Science – Focus on Cyber Security (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5436/,SRH Berlin University of Applied Sciences ,Berlin,"6.450,00",English,4 semesters,"Winter semester, Summer semester",,,
152,Master's degree,Computer Simulation in Science (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3690/,University of Wuppertal ,Wuppertal,none,English,4 semesters,Winter semester,,,
153,Master's degree,Computer-Aided Conception and Production in Mechanical Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4157/,RWTH Aachen University ,Aachen,"5.500,00",English,4 semesters,Winter semester,,,
154,Master's degree,Computing and the Arts (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6221/,SRH Berlin University of Applied Sciences ,Berlin,"4.080,00",English,4 semesters,Winter semester,,,
155,Master's degree,"Conflict, Memory and Peace",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6173/,Catholic University of Eichstätt-Ingolstadt ,Eichstätt,none,"English, Spanish",4 semesters,Winter semester,,,
156,Master's degree,Construction & Robotics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6993/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
157,Master's degree,"Control, Computer and Communications Engineering (CCCE)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3815/,TH Mittelhessen University of Applied Sciences - THM ,Friedberg (Hessen),none,English,3 semesters,Winter semester,,,
158,Master's degree,"Control, Microsystems, Microelectronics (CMM)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3714/,University of Bremen ,Bremen,none,English,4 semesters,Summer semester,,,
159,Master's degree,COOP Design Research MSc Programme,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4474/,Anhalt University of Applied Sciences ,Dessau-Roßlau,"1.250,00",English,2 semesters,Winter semester,,,
160,Master's degree,Corporate Social Responsibility & Non-Governmental Organisation Management (MBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7001/,Hochschule Bonn-Rhein-Sieg ,Rheinbach,"4.880,00",English,3 semesters,Winter semester,,,
161,Master's degree,Creative Technologies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6969/,Film University Babelsberg Konrad Wolf ,Potsdam,none,English,4 semesters,Winter semester,,,
162,Master's degree,Crop Protection (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4149/,University of Göttingen ,Göttingen,none,English,4 semesters,Winter semester,,,
163,Master's degree,Crop Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4566/,University of Hohenheim ,Stuttgart,varied,English,4 semesters,Winter semester,,,
164,Master's degree,Cultural Landscapes – Landesgeschichten im transatlantischen Vergleich,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6894/,Julius-Maximilians-Universität Würzburg ,Würzburg,none,"German, English",4 semesters,Winter semester,,,
165,Master's degree,Cultural Studies: Culture and Organisation (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6923/,Leuphana University Lüneburg ,Lüneburg,none,English,4 semesters,Winter semester,,,
166,Master's degree,Cultures and Languages of the Mediterranean (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5207/,University of Göttingen ,Göttingen,none,"German, French, Italian, Spanish, Other teaching language",4 semesters,"Winter semester, Summer semester",,,
167,Master's degree,Cultures of the Global South,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6250/,University of Tübingen ,Tübingen,varied,"English, French, Spanish",4 semesters,"Winter semester, Summer semester",,,
168,Master's degree,Cyber Security,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4785/,Brandenburg University of Technology Cottbus-Senftenberg ,Cottbus,none,English,4 semesters,Winter semester,,,
169,Master's degree,Dance Movement Therapy (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4787/,SRH University Heidelberg ,Heidelberg,"4.140,00",English,4 semesters,Winter semester,,,
170,Master's degree,Data Analytics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5561/,University of Hildesheim Foundation ,Hildesheim,none,English,4 semesters,"Winter semester, Summer semester",,,
171,Master's degree,Data and Discourse Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6286/,TU Darmstadt ,Darmstadt,none,English,4 semesters,"Winter semester, Summer semester",,,
172,Master's degree,Data Engineering and Analytics (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4713/,Technische Universität München ,Garching b. München,none,English,4 semesters,"Winter semester, Summer semester",,,
173,Master's degree,Data Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5253/,University of Potsdam ,Potsdam,none,English,4 semesters,Winter semester,,,
174,Master's degree,Data Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6916/,Chemnitz University of Technology ,Chemnitz,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
175,Master's degree,Data Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6978/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
176,Master's degree,"Data Science (MSc, Elite Master's Programme)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4683/,Ludwig-Maximilians-Universität München ,München,none,English,4 semesters,Winter semester,,,
177,Master's degree,Data Science and Artificial Intelligence (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6296/,Saarland University ,Saarbrücken,none,English,4 semesters,"Winter semester, Summer semester",,,
178,Master's degree,Data Science in Business and Economics (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6940/,University of Tübingen ,Tübingen,varied,"German, English",4 semesters,Winter semester,,,
179,Master's degree,Data Science: Master's Degree in Data & Knowledge Engineering (MDKE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4429/,Otto von Guericke University Magdeburg ,Magdeburg,none,English,4 semesters,"Winter semester, Summer semester",,,
180,Master's degree,Design and Development in Automotive and Mechanical Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5440/,Esslingen University of Applied Sciences ,Esslingen am Neckar,"1.500,00",English,3 semesters,Winter semester,,,
181,Master's degree,Dessau International Architecture Graduate School (DIA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4049/,Anhalt University of Applied Sciences ,Dessau-Roßlau,"850,00",English,4 semesters,Winter semester,,,
182,Master's degree,Development Economics (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4204/,University of Göttingen ,Göttingen,none,English,4 semesters,"Winter semester, Summer semester",,,
